ROC_AUC_scores	F1-score	Average_precision_score
0.5225	0.3636363636363636	0.3962753036437247
0.556910569105691	0.39024390243902435	0.4030165912518854
0.5179704016913319	0.4	0.34695304695304696
0.5	0.29268292682926833	0.4
0.5440613026819923	0.391304347826087	0.4719925105320643
0.430952380952381	0.28	0.43551282051282053
0.47380952380952385	0.2978723404255319	0.4499245852187029
0.5129310344827587	0.34782608695652173	0.45289436729599003
0.5269151138716356	0.40816326530612246	0.3672240802675586
0.6255411255411255	0.5	0.40436375218983917
0.5575	0.3333333333333333	0.42321678321678324
0.5345643939393939	0.375	0.5120492788461539
0.5125482625482625	0.2926829268292683	0.43736263736263736
0.49249999999999994	0.3673469387755102	0.3811538461538462
0.4676640926640927	0.2380952380952381	0.4176216640502355
0.5666666666666667	0.4000000000000001	0.34461538461538466
0.6565464895635673	0.6071428571428571	0.588287841191067
0.5253623188405797	0.2857142857142857	0.3675027870680045
0.5704633204633205	0.43478260869565216	0.47533577533577537
0.4606261859582542	0.2173913043478261	0.5074283559577677
0.5691056910569106	0.4	0.41282051282051285
0.5192307692307692	0.27027027027027023	0.4104895104895105
0.5745614035087718	0.4186046511627907	0.464423076923077
0.49756335282651065	0.125	0.41424501424501425
0.5482625482625483	0.37209302325581395	0.4600732600732601
0.4556277056277056	0.07142857142857142	0.3144950287807431
0.5848577235772359	0.38888888888888895	0.43167735042735045
0.5378352490421455	0.18181818181818182	0.47758620689655173
0.4825581395348838	0.3928571428571429	0.3309954751131222
0.4875	0.25641025641025644	0.37912087912087916
0.4575	0.2727272727272727	0.36809716599190284
0.532051282051282	0.2777777777777778	0.41923076923076924
0.58130081300813	0.4102564102564102	0.423931623931624
0.5576923076923076	0.3589743589743589	0.4372781065088758
0.5256410256410257	0.40816326530612246	0.4133779264214047
0.5575	0.4489795918367347	0.41705128205128206
0.5214285714285715	0.37499999999999994	0.47307692307692306
0.45600414078674945	0.2105263157894737	0.3386845039018952
0.5582386363636364	0.3829787234042553	0.5445554445554446
0.5955165692007798	0.41025641025641024	0.4898385565052232
0.6082375478927202	0.509090909090909	0.6250112460638777
0.5360772357723578	0.35000000000000003	0.38914262820512824
0.5333333333333333	0.37209302325581395	0.3237458193979933
0.6017156862745097	0.4117647058823529	0.32339632685653447
0.5721247563352827	0.4583333333333333	0.4595577262243929
0.47750000000000004	0.125	0.3767032967032967
0.5702087286527514	0.37209302325581395	0.525889164598842
0.543191056910569	0.29411764705882354	0.396474358974359
0.6081235697940504	0.4242424242424242	0.3688259109311741
0.48051948051948046	0.18749999999999997	0.3158841158841159
0.5	0.2631578947368421	0.38461538461538464
0.5350877192982456	0.391304347826087	0.43481781376518225
0.6004228329809725	0.43243243243243246	0.40932400932400936
0.5491718426501035	0.30303030303030304	0.38561872909698997
0.5694444444444444	0.3333333333333333	0.3557692307692308
0.550865800865801	0.31249999999999994	0.3543789543789544
0.5396341463414634	0.32432432432432434	0.39230769230769236
0.44230769230769235	0.33962264150943394	0.3769230769230769
0.5082046332046332	0.25641025641025644	0.43501498501498503
0.555	0.40909090909090906	0.4166801619433198
0.47380952380952385	0.2978723404255319	0.4499245852187029
0.5425	0.39999999999999997	0.4081538461538462
0.6122967479674796	0.52	0.44006410256410255
0.6283783783783784	0.5490196078431373	0.5197324414715719
0.5453216374269007	0.3157894736842105	0.4442890442890443
0.5512820512820513	0.3243243243243243	0.43356643356643354
0.4690476190476191	0.2325581395348837	0.44871794871794873
0.47750000000000004	0.125	0.3767032967032967
0.44779693486590044	0.05714285714285715	0.4365163572060124
0.4791271347248577	0.26666666666666666	0.467564693371145
0.605	0.45	0.46215384615384614
0.47953216374269014	0.27906976744186046	0.4064102564102564
0.5261904761904762	0.2564102564102564	0.47720797720797725
0.4487179487179487	0.2	0.38241758241758245
0.5692219679633868	0.4	0.3296317717370349
0.5347490347490348	0.36363636363636365	0.45054945054945056
0.5566666666666666	0.3225806451612903	0.25801282051282054
0.587121212121212	0.4	0.3820512820512821
0.4902534113060429	0.3404255319148936	0.41082621082621085
0.5205938697318008	0.125	0.4613616268788683
0.5305555555555556	0.35	0.3225
0.5962732919254659	0.4782608695652174	0.4133488439726625
0.49951737451737455	0.17142857142857143	0.4305337519623234
0.48076923076923084	0.06666666666666668	0.3942307692307693
0.6008771929824561	0.43902439024390244	0.4912087912087913
0.587121212121212	0.4	0.3820512820512821
0.5901559454191033	0.37837837837837834	0.4891737891737892
0.4746300211416491	0.2222222222222222	0.3288711288711289
0.5390926640926641	0.391304347826087	0.4530219780219781
0.62	0.5	0.47012145748987855
0.5584795321637427	0.32432432432432434	0.45641025641025645
0.5775	0.3783783783783784	0.44025641025641027
0.5792682926829268	0.48000000000000004	0.4153846153846154
0.5438311688311689	0.39999999999999997	0.3453296703296703
0.54	0.35000000000000003	0.40758974358974365
0.5256410256410257	0.3636363636363637	0.4136752136752137
0.5399610136452242	0.2777777777777778	0.44134219689775245
0.5785714285714286	0.4090909090909091	0.515934065934066
0.5396341463414634	0.32432432432432434	0.39230769230769236
0.4881628787878788	0.2978723404255319	0.486698717948718
0.5052083333333334	0.4074074074074074	0.4949519230769231
0.4985521235521235	0.3673469387755102	0.4300627943485087
0.6025641025641025	0.42105263157894735	0.48205128205128206
0.466991341991342	0.07407407407407407	0.3156288156288156
0.5642857142857143	0.4	0.5030769230769231
0.48674242424242425	0.1951219512195122	0.4863247863247864
0.5296934865900383	0.4642857142857143	0.4619903723351999
0.5475	0.20689655172413793	0.42846153846153845
0.47515856236786463	0.1818181818181818	0.3294977749523204
0.5700000000000001	0.34285714285714286	0.4363076923076923
0.5192307692307692	0.27027027027027023	0.4104895104895105
0.5289373814041746	0.39999999999999997	0.49285621000391805
0.4922027290448343	0.06666666666666667	0.4123456790123457
0.5042694497153699	0.16216216216216214	0.47915632754342435
0.5602836879432624	0.35294117647058826	0.3096153846153846
0.5525	0.358974358974359	0.41692307692307695
0.4513742071881607	0.2105263157894737	0.3223776223776224
0.5512820512820514	0.380952380952381	0.4307692307692308
0.6410256410256411	0.5333333333333333	0.5068825910931174
0.56553911205074	0.39999999999999997	0.377000777000777
0.4822303921568628	0.23529411764705882	0.255363321799308
0.4857723577235773	0.2222222222222222	0.3632478632478633
0.5650000000000001	0.3684210526315789	0.4276923076923077
0.4867864693446088	0.18749999999999997	0.3332167832167832
0.4857293868921776	0.2631578947368421	0.3325611888111888
0.5223577235772358	0.24242424242424243	0.3817663817663818
0.5152439024390244	0.3076923076923077	0.3769230769230769
0.5279356060606061	0.3111111111111111	0.5237373737373737
0.5905797101449276	0.4210526315789474	0.4162764771460424
0.43243243243243246	0.0	0.4307692307692308
0.5752895752895753	0.3902439024390244	0.4835164835164836
0.5388888888888889	0.33333333333333326	0.3278846153846154
0.4902534113060429	0.3404255319148936	0.41082621082621085
0.4875776397515528	0.2926829268292683	0.348494983277592
0.575	0.4489795918367347	0.34708222811671086
0.5292207792207791	0.3243243243243243	0.33791208791208793
0.49949186991869915	0.32558139534883723	0.36899460188933875
0.6004228329809725	0.43243243243243246	0.40932400932400936
0.49810246679316883	0.36	0.4759827608724043
0.5136452241715399	0.2631578947368421	0.42263662263662266
0.6564327485380117	0.5454545454545455	0.5444947209653093
0.5100000000000001	0.1875	0.3898901098901099
0.48055555555555557	0.08000000000000002	0.30230769230769233
0.5905797101449276	0.4210526315789474	0.4162764771460424
0.515	0.3333333333333333	0.39221719457013576
0.4600000000000001	0.16666666666666666	0.3711888111888112
0.5203252032520325	0.3636363636363636	0.3794871794871795
0.48188405797101447	0.18181818181818182	0.3468227424749164
0.535	0.19999999999999998	0.4104615384615385
0.4822154471544715	0.25641025641025644	0.3617521367521368
0.5082046332046332	0.25641025641025644	0.43501498501498503
0.6061076604554866	0.4999999999999999	0.41966555183946486
0.4630021141649049	0.21621621621621623	0.3254079254079254
0.4699792960662526	0.1764705882352941	0.343265430221952
0.5220588235294118	0.29411764705882354	0.2711205749268033
0.6024844720496896	0.4324324324324324	0.42952699474438605
0.5074370709382151	0.25	0.29554655870445345
