ROC_AUC_scores	F1-score	Average_precision_score
0.625	0.48780487804878053	0.4807692307692308
0.7150000000000001	0.6538461538461539	0.5512250712250713
0.54	0.35000000000000003	0.40758974358974365
0.67	0.5499999999999999	0.538051282051282
0.7225	0.6341463414634146	0.6071153846153846
0.7450000000000001	0.6808510638297872	0.603916083916084
0.6225	0.4444444444444444	0.4942657342657343
0.6174999999999999	0.4615384615384615	0.4775824175824176
0.5975	0.4210526315789474	0.4584615384615385
0.7575000000000001	0.6956521739130435	0.626080586080586
0.7025	0.6	0.5840000000000001
0.615	0.5106382978723404	0.4618181818181818
0.6749999999999999	0.5405405405405406	0.5641025641025641
0.6575	0.5365853658536586	0.5178846153846154
0.6375	0.5	0.49743589743589745
0.695	0.5789473684210525	0.5876923076923077
0.5525	0.358974358974359	0.41692307692307695
0.5875	0.45454545454545453	0.44129554655870445
0.7175	0.6363636363636364	0.5818623481781376
0.67	0.5499999999999999	0.538051282051282
0.65	0.5128205128205129	0.5164835164835165
0.6375	0.5	0.49743589743589745
0.6825	0.5641025641025641	0.5610989010989011
0.6775	0.5714285714285713	0.5388235294117647
0.63	0.47368421052631576	0.4953846153846154
0.6100000000000001	0.43243243243243246	0.4748717948717949
0.67	0.5499999999999999	0.538051282051282
0.6575	0.5365853658536586	0.5178846153846154
0.6525	0.5454545454545454	0.503157894736842
0.5674999999999999	0.41860465116279066	0.42615384615384616
0.5874999999999999	0.3225806451612903	0.4743589743589744
0.67	0.5499999999999999	0.538051282051282
0.7050000000000001	0.6222222222222222	0.5612307692307692
0.6900000000000001	0.5853658536585366	0.56
0.6600000000000001	0.5652173913043478	0.5065201465201465
0.6525	0.5454545454545454	0.503157894736842
0.7175	0.6363636363636364	0.5818623481781376
0.6124999999999999	0.4761904761904762	0.4660633484162896
0.6575000000000001	0.5925925925925927	0.49156498673740057
0.5900000000000001	0.3888888888888889	0.45510489510489516
0.615	0.5106382978723404	0.4618181818181818
0.7375	0.6666666666666665	0.6038461538461538
0.645	0.5238095238095238	0.5000904977375566
0.56	0.39024390243902435	0.42153846153846153
0.6	0.46511627906976744	0.45299145299145305
0.6225	0.4444444444444444	0.4942657342657343
0.6225	0.4444444444444444	0.4942657342657343
0.67	0.5499999999999999	0.538051282051282
0.735	0.65	0.6352820512820514
0.6100000000000001	0.43243243243243246	0.4748717948717949
0.6225	0.4444444444444444	0.4942657342657343
0.6375	0.5	0.49743589743589745
0.65	0.5128205128205129	0.5164835164835165
0.6625	0.5263157894736842	0.5384615384615385
0.6225	0.4444444444444444	0.4942657342657343
0.605	0.45	0.46215384615384614
0.62	0.5	0.47012145748987855
0.6575	0.5365853658536586	0.5178846153846154
0.6425	0.48648648648648657	0.5161538461538462
0.5850000000000001	0.41025641025641024	0.44439560439560444
0.6900000000000001	0.5853658536585366	0.56
0.665	0.5581395348837209	0.52
0.6725	0.5777777777777778	0.5226153846153847
0.6525	0.5454545454545454	0.503157894736842
0.65	0.5128205128205129	0.5164835164835165
0.7025	0.6	0.5840000000000001
0.7025	0.6	0.5840000000000001
0.6575	0.5365853658536586	0.5178846153846154
0.6575	0.5365853658536586	0.5178846153846154
0.6100000000000001	0.43243243243243246	0.4748717948717949
0.6900000000000001	0.5853658536585366	0.56
0.6225	0.4444444444444444	0.4942657342657343
0.6100000000000001	0.43243243243243246	0.4748717948717949
0.6100000000000001	0.43243243243243246	0.4748717948717949
0.635	0.45714285714285713	0.5175384615384615
0.5549999999999999	0.25806451612903225	0.4297435897435897
0.5924999999999999	0.43902439024390244	0.4486538461538462
0.695	0.5789473684210525	0.5876923076923077
0.695	0.5789473684210525	0.5876923076923077
0.5825	0.3529411764705882	0.4523076923076923
0.6375	0.5	0.49743589743589745
0.685	0.5909090909090909	0.5404048582995952
0.665	0.5581395348837209	0.52
0.6174999999999999	0.4615384615384615	0.4775824175824176
0.555	0.40909090909090906	0.4166801619433198
0.685	0.5909090909090909	0.5404048582995952
0.6575	0.5365853658536586	0.5178846153846154
0.5924999999999999	0.43902439024390244	0.4486538461538462
0.6325	0.5116279069767442	0.48427350427350435
0.6425	0.48648648648648657	0.5161538461538462
0.7225	0.6341463414634146	0.6071153846153846
0.645	0.5238095238095238	0.5000904977375566
0.6725	0.5777777777777778	0.5226153846153847
0.6475000000000001	0.5531914893617023	0.49188811188811193
0.625	0.48780487804878053	0.4807692307692308
0.6174999999999999	0.4615384615384615	0.4775824175824176
0.5575	0.4489795918367347	0.41705128205128206
0.6174999999999999	0.4615384615384615	0.4775824175824176
0.6825	0.5641025641025641	0.5610989010989011
0.6375	0.5	0.49743589743589745
0.6375	0.5	0.49743589743589745
0.65	0.5128205128205129	0.5164835164835165
0.55	0.29411764705882354	0.4188034188034188
0.62	0.5	0.47012145748987855
0.8300000000000001	0.7916666666666667	0.7201337792642141
0.735	0.65	0.6352820512820514
0.6674999999999999	0.5142857142857143	0.5701538461538462
0.6749999999999999	0.5405405405405406	0.5641025641025641
0.63	0.47368421052631576	0.4953846153846154
0.635	0.45714285714285713	0.5175384615384615
0.6275000000000001	0.5217391304347826	0.47428571428571425
0.64	0.5333333333333332	0.488
0.6549999999999999	0.5	0.5406993006993007
0.64	0.5333333333333332	0.488
0.6100000000000001	0.43243243243243246	0.4748717948717949
0.5575	0.3333333333333333	0.42321678321678324
0.6825	0.5641025641025641	0.5610989010989011
0.6100000000000001	0.43243243243243246	0.4748717948717949
0.5975	0.4210526315789474	0.4584615384615385
0.6775	0.5714285714285713	0.5388235294117647
0.7525000000000001	0.6938775510204083	0.6047435897435898
0.5575	0.3333333333333333	0.42321678321678324
0.6100000000000001	0.43243243243243246	0.4748717948717949
0.735	0.65	0.6352820512820514
0.5725	0.4	0.43220512820512824
0.6549999999999999	0.5	0.5406993006993007
0.6575	0.5365853658536586	0.5178846153846154
0.65	0.5128205128205129	0.5164835164835165
0.5525	0.358974358974359	0.41692307692307695
0.615	0.5106382978723404	0.4618181818181818
0.5850000000000001	0.41025641025641024	0.44439560439560444
0.6725	0.5777777777777778	0.5226153846153847
0.6625	0.5263157894736842	0.5384615384615385
0.7225	0.6341463414634146	0.6071153846153846
0.635	0.45714285714285713	0.5175384615384615
0.6100000000000001	0.43243243243243246	0.4748717948717949
0.5775	0.3783783783783784	0.44025641025641027
0.72	0.6111111111111112	0.6553846153846155
0.6225	0.4444444444444444	0.4942657342657343
0.5850000000000001	0.41025641025641024	0.44439560439560444
0.615	0.4117647058823529	0.49470085470085473
0.625	0.48780487804878053	0.4807692307692308
0.5650000000000001	0.3684210526315789	0.4276923076923077
0.7074999999999999	0.5945945945945945	0.6187179487179487
0.5924999999999999	0.43902439024390244	0.4486538461538462
0.62	0.5	0.47012145748987855
0.5700000000000001	0.34285714285714286	0.4363076923076923
0.7025	0.6	0.5840000000000001
0.635	0.45714285714285713	0.5175384615384615
0.545	0.32432432432432434	0.4123076923076923
0.6575	0.5365853658536586	0.5178846153846154
0.6375	0.5	0.49743589743589745
0.625	0.48780487804878053	0.4807692307692308
0.5825	0.3529411764705882	0.4523076923076923
0.5950000000000001	0.4782608695652174	0.4458608058608059
0.5850000000000001	0.41025641025641024	0.44439560439560444
0.5950000000000001	0.4782608695652174	0.4458608058608059
0.6725	0.5777777777777778	0.5226153846153847
0.6549999999999999	0.5	0.5406993006993007
0.6575	0.5365853658536586	0.5178846153846154
0.6100000000000001	0.43243243243243246	0.4748717948717949
0.7	0.5714285714285715	0.6307692307692307
0.6325	0.5116279069767442	0.48427350427350435
0.6124999999999999	0.4761904761904762	0.4660633484162896
0.715	0.6153846153846153	0.6114285714285714
0.625	0.48780487804878053	0.4807692307692308
0.665	0.5581395348837209	0.52
0.6800000000000002	0.5957446808510639	0.5255944055944056
0.5900000000000001	0.3888888888888889	0.45510489510489516
0.5900000000000001	0.3888888888888889	0.45510489510489516
